"ViolentCrimesPerPop","state","racepctblack","PctEmploy","MalePctNevMarr","PctWorkMom","PctIlleg","NumInShelters","PctPopUnderPov","NumStreet"
"1102",0.04,34,0.02,0.65,0.35,0.47,0.03,0,0.02,0
"1103",0.32,44,0.09,0.67,0.46,0.47,0.12,0,0.12,0
"1104",0.19,42,0.33,0.1,0.59,0.27,0.43,0.01,0.71,0
"1105",0.16,6,0.05,0.3,0.27,0.08,0.2,0,0.32,0
"1106",0.09,42,0.03,0.3,0.48,0.32,0.22,0.01,0.62,0
"1107",0.05,4,0.23,0.66,0.36,0.49,0.13,0,0.28,0
"1108",0.11,48,0.07,0.63,0.25,0.76,0.09,0,0.29,0
"1109",0.36,22,0.53,0.41,0.57,0.4,0.51,0.03,0.58,0
"1110",0.09,42,0.03,0.77,0.24,0.51,0.13,0,0.09,0
"1111",0.03,5,0.09,0.26,0.54,0.57,0.1,0,0.46,0
"1112",0.05,39,0.03,0.61,0.27,0.54,0.08,0,0.08,0
"1113",0.05,39,0.04,0.61,0.24,0.63,0.06,0.01,0.05,0
"1114",0.13,18,0,0.54,0.32,0.59,0.03,0,0.08,0
"1115",0.05,9,0.02,0.61,0.34,0.28,0.02,0.01,0.07,0
"1116",0.12,48,0.09,0.88,0.38,0.72,0.14,0,0.15,0
"1117",0.47,40,0.19,0.27,0.25,0.53,0.22,0.01,0.61,0
"1118",0.17,34,0.18,0.71,0.42,0.66,0.18,0,0.11,0
"1119",0.17,18,0.05,0.61,0.36,0.45,0.11,0,0.1,0
"1120",1,1,1,0.17,0.47,0.44,0.87,0,0.79,0.05
"1121",0.2,6,0.07,0.74,0.42,0.57,0.15,0.04,0.1,0.03
"1122",0.08,25,0.04,0.71,0.49,0.66,0.07,0,0.07,0
"1123",0.09,40,0.07,0.54,0.66,0.62,0.11,0.02,0.39,0
"1124",0.1,28,0.23,0.93,0.5,0.84,0.18,0,0.12,0
"1125",0.03,34,0.13,0.52,0.37,0.39,0.12,0,0.14,0
"1126",0.71,13,0.87,0.32,0.48,0.49,0.68,0,0.7,0
"1127",0.17,6,0.1,0.81,0.67,0.61,0.21,0.07,0.15,0.01
"1128",0.02,34,0.02,0.46,0.35,0.19,0.03,0,0.07,0
"1129",0.2,6,0.03,0.58,0.55,0.44,0.29,0.03,0.21,0
"1130",0.38,36,0.11,0.39,0.43,0.5,0.38,0,0.38,0
"1131",0.09,34,0.24,0.7,0.49,0.48,0.27,0.03,0.12,0
"1132",0.06,6,0.02,0.62,0.43,0.39,0.07,0,0.13,0
"1133",0.05,44,0.01,0.48,0.52,0.76,0.19,0,0.14,0
"1134",0.05,55,0.01,0.74,0.37,0.69,0.09,0,0.04,0
"1135",1,12,0.53,0.31,0.58,0.38,1,0.52,0.83,0.61
"1136",0.21,21,0.05,0.16,0.22,0.16,0.12,0.01,0.48,0
"1137",0.29,48,0.19,0.53,0.8,0.57,0.24,0,0.55,0
"1138",0.04,34,0.02,0.66,0.4,0.26,0.14,0,0.03,0
"1139",0.12,6,0.08,0.63,0.55,0.66,0.17,0,0.11,0
"1140",0.06,33,0.01,0.52,0.45,0.77,0.14,0.03,0.17,0
"1141",0.21,42,0.08,0.5,0.42,0.78,0.38,0.05,0.28,0
"1142",0.06,9,0.03,0.6,0.44,0.6,0.13,0.03,0.08,0
"1143",0.51,6,0.04,0.5,0.47,0.37,0.4,0,0.35,0
"1144",0.07,25,0.09,0.46,0.73,0.59,0.13,0,0.11,0
"1145",0.21,47,0.35,0.7,0.29,0.65,0.38,0,0.18,0
"1146",0.39,22,0.21,0.47,0.31,0.47,0.16,0,0.26,0
"1147",0.66,6,0.02,0.4,0.71,0,0.96,0,0.73,0
"1148",0.03,23,0.01,0.57,0.36,0.75,0.09,0,0.15,0
"1149",0.06,9,0.02,0.56,0.3,0.48,0.01,0,0.05,0
"1150",0.53,13,0.88,0.28,0.48,0.47,0.6,0.01,0.92,0
"1151",0.08,13,0.09,0.79,0.34,0.49,0.07,0,0.07,0
"1152",0.59,25,0.08,0.29,0.48,0.46,0.42,0.05,0.44,0.03
"1153",0.12,47,0.01,0.53,0.24,0.68,0.05,0,0.19,0
"1154",0.29,42,0.17,0.03,0.47,0.18,0.41,0.03,0.72,0
"1155",1,42,1,0.25,0.81,0.54,1,0.07,0.67,0
"1156",0.03,48,0.06,0.67,0.21,0.38,0.03,0,0.08,0
"1157",0.29,5,0.15,0.48,0.28,0.54,0.16,0.01,0.36,0.01
"1158",0.38,6,0.01,0,0.13,0.2,0.21,0.03,0.37,0
"1159",0.06,4,0.01,0.38,0.21,0,0.02,0,0.07,0
"1160",1,6,0.86,0.4,0.72,0.33,0.84,0.25,0.5,0.69
"1161",0.3,6,0.01,0.35,0.52,0.46,0.45,0,0.59,0
"1162",0.16,6,0.01,0.39,0.25,0.6,0.16,0,0.21,0
"1163",0.29,6,0.01,0.4,0.23,0.58,0.15,0,0.21,0
"1164",0.02,42,0.01,0.7,0.38,0.38,0.04,0,0.02,0
"1165",0.19,51,0.76,0.57,0.44,0.58,0.37,0.01,0.28,0
"1166",0.38,6,0.05,0.32,0.42,0.22,0.39,0.01,0.49,0
"1167",0.31,1,0.48,0.37,0.28,0.52,0.2,0,0.52,0
"1168",0.07,12,0,0.31,0.16,0.34,0.01,0,0.12,0
"1169",0.11,36,0.07,0.29,0.48,0.48,0.4,0,0.49,0
"1170",0.6,6,0.41,0.52,0.45,0.58,0.28,0.03,0.21,0.02
"1171",0.54,29,0.21,0.24,0.24,0.33,0.29,0,0.84,0
"1172",0.45,6,0.03,0.42,0.65,0.15,0.6,0.01,0.46,0
"1173",0.22,6,0.02,0.98,0.97,0.7,0.17,0,0.13,0
"1174",0.02,42,0.06,0.73,0.34,0.62,0.07,0,0.02,0
"1175",0,9,0.02,0.69,0.31,0.49,0.04,0,0.02,0
"1176",0.22,41,0.01,0.41,0.28,0.52,0.23,0.06,0.38,0.01
"1177",0.13,19,0.01,0.5,0.46,0.73,0.13,0.05,0.28,0.19
"1178",0.06,55,0.04,0.43,1,0.79,0.12,0.01,0.88,0
"1179",0.11,8,0.01,0.81,0.32,0.72,0.09,0,0.12,0
"1180",0.03,39,0.01,0.55,0.32,0.35,0.03,0,0.04,0
"1181",0.69,12,0.29,0.36,0.46,0.45,0.47,0,0.45,0.05
"1182",0.19,48,0.24,0.73,0.29,0.66,0.15,0,0.09,0
"1183",0.69,45,0.92,0.39,0.55,0.65,0.72,0.01,0.58,0
"1184",0.41,6,0.05,0.27,0.47,0.06,0.45,0,0.65,0.02
"1185",0.08,34,0.02,0.63,0.36,0.26,0.04,0.01,0.05,0
"1186",0.31,12,0.31,0.67,0.35,0.72,0.2,0,0.21,0
"1187",0.08,25,0.09,0.5,0.54,0.67,0.07,0,0.07,0
"1188",0.45,6,0.05,0.59,0.74,0.43,0.51,0.11,0.48,0.58
"1189",0.2,25,0.01,0.55,0.43,0.53,0.06,0,0.09,0
"1190",0.19,40,0,0.49,0.21,0.53,0.08,0,0.4,0
"1191",0.03,33,0.01,0.67,0.38,0.75,0.2,0.01,0.17,0
"1192",0.15,8,0.02,0.81,0.3,0.71,0.09,0.01,0.21,0
"1193",0.54,48,0.38,0.3,0.34,0.48,0.21,0,0.58,0
"1194",0.02,42,0.01,0.55,0.45,0.61,0.06,0,0.1,0
"1195",0.1,34,0.26,0.38,0.31,0.67,0.36,0.02,0.2,0
"1196",0.31,25,0.03,0.64,0.73,0.63,0.17,0,0.14,0
"1197",0.65,13,1,0.53,0.59,0.86,0.81,0,0.44,0.01
"1198",0.06,34,0.07,0.68,0.4,0.39,0.1,0,0.08,0
"1199",0.02,42,0.01,0.71,0.27,0.44,0.03,0,0.07,0
"1200",0.06,18,0.05,0.26,0.72,0.66,0.12,0.01,0.55,0
"1201",0.82,12,0.57,0.54,0.87,0.79,0.64,0.09,0.59,0.07
"1202",0.02,34,0.09,0.51,0.66,0.31,0.09,0.01,0.08,0
"1203",0.14,53,0.01,0.36,0.28,0.32,0.19,0.07,0.42,0
"1204",0.03,44,0.01,0.56,0.3,0.36,0,0,0.03,0
"1205",0.4,12,0.07,0.46,0.65,0.3,0.09,0,0.16,0
"1206",0.05,34,0.03,0.78,0.38,0.52,0.1,0,0.07,0
"1207",0.12,53,0.01,0.49,0.3,0.47,0.09,0,0.17,0
"1208",0.61,22,0.53,0.09,0.32,0.05,0.47,0,1,0
"1209",1,34,1,0.47,0.73,0.61,1,0.02,0.47,0.01
"1210",0.15,6,0.02,0.78,0.34,0.43,0.04,0,0.08,0
"1211",0.09,25,0.16,0.59,0.47,0.58,0.11,0,0.12,0
"1212",0.76,41,0.15,0.52,0.54,0.57,0.32,0.91,0.38,0.34
"1213",0.02,42,0.01,0.79,0.29,0.79,0.15,0,0.06,0
"1214",0.06,25,0.02,0.71,0.44,0.64,0.1,0,0.08,0
"1215",0.03,34,0.03,0.52,0.34,0.51,0.09,0,0.06,0
"1216",0.06,48,0.09,0.9,0.19,0.74,0.06,0,0.06,0
"1217",0.2,6,0.11,0.65,0.57,0.57,0.28,0,0.22,0
"1218",0.25,22,0.34,0.29,0.31,0.42,0.41,0,0.56,0
"1219",0.07,55,0.01,0.57,0.25,0.43,0.02,0,0.01,0
"1220",0.06,39,0.01,0.55,0.3,0.56,0.07,0,0.1,0
"1221",0.19,6,0.15,0.43,0.45,0.41,0.4,0.01,0.39,0.27
"1222",0.06,39,0,0.51,0.22,0.45,0.02,0,0.02,0
"1223",0.16,29,0.22,0.27,0.59,0.83,0.2,0,0.29,0
"1224",0.19,48,0.18,0.55,0.24,0.4,0.2,0.04,0.38,0.01
"1225",0.14,41,0.02,0.64,0.35,0.59,0.17,0.01,0.21,0
"1226",0.18,34,0.02,0.54,0.57,0.48,0.13,0,0.15,0
"1227",0.11,34,0.05,0.49,0.56,0.36,0.13,0,0.12,0
"1228",0.22,42,0.18,0.53,0.38,0.71,0.09,0,0.16,0
"1229",0.03,34,0.04,0.58,0.4,0.39,0.06,0,0.05,0
"1230",0.33,4,0.01,0.31,0.17,0.67,0.08,0,0.33,0
"1231",0,36,0.16,0.13,0.73,0.69,0.24,0,0.36,0
"1232",0.01,36,0.14,0.43,0.56,0.66,0.17,0.01,0.11,0
"1233",0.37,25,0.02,0.58,0.58,0.44,0.23,0.03,0.2,0
"1234",0.15,44,0.05,0.41,0.48,0.45,0.37,0.03,0.36,0
"1235",0.04,9,0.01,0.67,0.37,0.71,0.08,0,0.07,0
"1236",0.35,42,0.15,0.43,0.51,0.49,0.27,0,0.27,0
"1237",0.1,6,0.03,0.82,0.31,0.5,0.15,0,0.1,0
"1238",0.46,13,0.48,0.42,0.53,0.52,0.62,0.05,0.7,0
"1239",0.04,39,0.01,0.49,0.24,0.64,0.01,0,0.12,0
"1240",0.18,40,0.07,0.26,0.35,0.46,0.16,0,0.56,0.02
"1241",0.4,6,0.18,0.51,0.39,0.36,0.42,0.2,0.39,0.07
"1242",0.06,55,0.02,0.49,0.63,0.64,0.14,0.01,0.33,0
"1243",0.01,34,0.04,0.75,0.41,0.35,0.06,0,0.03,0
"1244",0.03,34,0.01,0.43,0.27,0.52,0.04,0,0.1,0
"1245",0.52,42,0.5,0.26,0.72,0.31,0.63,0.41,0.57,0.15
"1246",0.03,19,0.01,0.92,0.36,0.82,0.07,0,0.14,0
"1247",0.27,19,0.24,0.38,0.35,0.57,0.32,0.01,0.44,0.01
"1248",0.11,9,0.13,0.63,0.52,0.53,0.24,0.04,0.14,0.09
"1249",0.03,9,0.02,0.54,0.32,0.43,0.05,0,0.04,0
"1250",0.17,25,0.02,0.6,0.41,0.5,0.06,0,0.09,0
"1251",0.47,48,0.55,0.4,0.41,0.46,0.33,0.01,0.52,0.01
"1252",0.22,6,0.03,0.7,0.43,0.62,0.07,0,0.08,0.05
"1253",0.06,1,0.21,0.69,0.2,0.51,0.09,0,0.14,0
"1254",0.39,48,0.81,0.26,0.41,0.54,0.43,0.02,0.68,0
"1255",0.12,6,0.02,0.46,0.36,0.56,0.08,0,0.09,0.02
"1256",0.02,25,0.02,0.58,0.45,0.3,0.04,0,0.05,0
"1257",0.26,47,0.07,0.73,0.26,0.77,0.03,0,0.11,0
"1258",0.55,6,0.17,0.54,0.4,0.22,0.37,0.01,0.29,0.06
"1259",0.21,6,0.05,0.66,0.41,0.44,0.24,0.03,0.21,0.02
"1260",0.12,41,0.01,0.43,0.36,0.44,0.15,0.01,0.43,0
"1261",0.1,34,0.34,0.79,0.33,0.44,0.09,0,0.02,0
"1262",0.41,13,0.92,0.28,0.46,0.49,0.61,0,0.77,0
"1263",0.84,22,1,0.26,0.7,0.42,1,0.46,0.85,0.25
"1264",0.18,6,0.07,0.63,0.5,0.65,0.2,0.17,0.15,0.31
"1265",0.04,34,0.11,0.56,0.41,0.23,0.08,0,0.05,0
"1266",0.34,48,0.39,0.45,0.31,0.44,0.27,0.02,0.45,0.02
"1267",0.07,34,0.03,0.76,0.35,0.49,0.03,0.01,0.04,0
"1268",0.05,39,0.02,0.61,0.59,0.56,0.14,0,0.21,0
"1269",0.02,42,0.02,0.53,0.28,0.32,0.04,0,0.09,0
"1270",0.31,48,0.52,0.04,0.79,0.69,0.53,0,0.8,0
"1271",0.97,6,0.84,0.49,0.79,0.58,0.84,0.03,0.46,0.15
"1272",0.33,48,0.12,0.46,0.26,0.33,0.22,0.03,0.51,0
"1273",0.12,34,0.22,0.69,0.54,0.68,0.22,0,0.06,0
"1274",1,1,1,0.18,0.52,0.33,1,0.02,0.96,0
"1275",0.96,28,0.96,0.25,0.42,0.63,0.69,0,0.67,0
"1276",0.25,6,0.15,0.2,0.72,0.23,0.28,0,0.13,0
"1277",0.03,55,0,0.63,0.3,0.81,0.11,0,0.2,0
"1278",0.12,25,0.01,0.42,0.49,0.69,0.05,0,0.14,0
"1279",0.14,6,0.06,0.64,0.42,0.61,0.19,0.03,0.14,0.05
"1280",0.52,6,0.09,0.34,0.45,0.42,0.27,0.02,0.33,0
"1281",0.05,1,0.31,0.56,0.25,0.53,0.14,0,0.18,0
"1282",0.09,48,0.1,0.69,0.2,0.58,0.11,0,0.05,0
"1283",0.14,39,0.15,0.39,0.41,0.57,0.26,0,0.38,0
"1284",0.36,5,0.3,0.17,0.26,0.52,0.26,0.04,0.66,0.01
"1285",0.04,51,0.08,0.74,0.43,0.69,0.11,0,0.07,0
"1286",0.59,6,0.16,0.37,0.54,0.15,0.51,0.39,0.64,0.28
"1287",0.49,25,0,0.52,0.44,0.56,0.16,0.03,0.19,0
"1288",0.53,6,0.06,0.63,0.47,0.34,0.29,0,0.27,0.15
"1289",0.06,29,0.18,0.35,0.22,0.75,0.17,0,0.37,0
"1290",0.19,1,0.34,0.26,0.91,0.69,0.09,0,0.56,0
"1291",0.28,6,0.1,0.42,0.36,0.29,0.35,0.02,0.41,0
"1292",0.14,6,0,0.34,0.29,0.34,0.2,0.01,0.33,0
"1293",0.9,5,0.75,0.43,0.41,0.44,0.81,0.02,0.68,0
"1294",0.05,18,0.04,0.32,0.26,0.57,0.14,0,0.52,0
"1295",0.15,12,0.07,0.3,0.22,0.67,0.13,0,0.19,0
"1296",1,22,0.96,0.27,0.48,0.54,0.74,0.03,0.77,0
"1297",0.21,34,0.39,0.36,0.51,0.68,0.54,0,0.32,0
"1298",0.02,9,0.02,0.58,0.28,0.11,0,0,0.06,0
"1299",0.07,16,0.02,0.38,0.96,0.55,0.19,0,0.62,0
"1300",0.21,5,0.73,0.28,0.31,0.51,0.54,0,0.66,0
"1301",0.21,40,0.18,0.21,0.31,0.59,0.26,0,0.55,0
"1302",0.4,47,0.38,0.35,0.26,0.5,0.34,0,0.6,0
"1303",0.04,34,0.01,0.67,0.38,0.51,0.03,0,0.01,0
"1304",0.31,48,0.01,0.31,0.45,0.26,0.24,0.03,0.88,0.01
"1305",0.2,39,0.06,0.72,0.31,0.64,0.13,0,0.09,0
"1306",0.05,39,0.03,0.55,0.42,0.49,0.12,0,0.15,0
"1307",0.54,40,0.26,0.52,0.39,0.47,0.3,0.2,0.39,0.21
"1308",0.54,6,0.18,0.56,0.54,0.35,0.36,0.01,0.44,0.05
"1309",0.11,41,0,0.44,0.41,0.45,0.19,0.01,0.33,0.16
"1310",0.13,12,0.02,0.35,0.13,0.67,0.05,0,0.14,0
"1311",0.42,22,0.6,0.12,0.41,0.21,0.66,0,0.93,0
"1312",0.06,51,0.13,0.37,0.97,0.6,0.33,0,0.57,0
"1313",0.7,6,0.08,0,0.17,0.18,0.19,0,0.59,0.06
"1314",0.45,4,0.1,0.57,0.47,0.53,0.36,1,0.37,0.63
"1315",0.15,51,0.01,0.65,0.27,0.58,0.06,0,0.06,0
"1316",0.15,25,0.02,0.48,0.43,0.62,0.17,0,0.18,0
"1317",0.12,39,0.27,0.62,0.35,0.68,0.09,0,0.09,0
"1318",0.11,5,0.1,0.73,0.22,0.76,0.03,0,0.1,0
"1319",0.03,39,0.02,0.76,0.16,0.27,0.03,0,0.01,0
"1320",0.09,34,0.08,0.65,0.44,0.79,0.2,0,0.15,0
"1321",0.3,40,0.23,0.3,0.22,0.51,0.3,0.04,0.58,0
"1322",0.39,48,0.15,0.47,0.32,0.41,0.21,0,0.5,0.01
"1323",0.05,23,0,0.67,0.31,0.72,0.04,0,0.05,0
"1324",0.03,48,0.05,0.56,0.65,0.8,0.07,0,0.45,0
"1325",0.22,54,0.09,0.3,0.41,0.53,0.26,0,0.44,0.02
"1326",0.33,6,0.01,0.74,0.59,0.58,0.02,0,0.15,0.11
"1327",0.83,48,0.18,0.68,0.32,0.5,0.19,0,0.36,0
"1328",0.11,32,0.05,0.64,0.28,0.52,0.15,0.01,0.18,0.2
"1329",0.07,42,0,0.31,0.42,0.42,0.08,0,0.23,0
"1330",0.28,48,0.44,0.29,0.91,0.6,0.53,0.02,0.84,0
"1331",0.02,9,0.01,0.72,0.35,0.5,0.04,0,0.05,0
"1332",0.41,12,0.16,0.22,0.24,0.45,0.21,0,0.28,0
"1333",0.12,34,0.1,0.44,0.46,0.65,0.19,0,0.16,0
"1334",0.34,4,0.06,0.63,0.4,0.58,0.24,0,0.3,0.1
"1335",0.07,55,0,0.57,0.33,0.55,0.13,0,0.15,0
"1336",0.05,19,0,0.45,0.22,0.74,0.06,0,0.27,0
"1337",0.12,42,0.15,0.64,0.39,0.57,0.13,0,0.1,0
"1338",0.04,25,0.01,0.5,0.37,0.45,0.05,0,0.09,0
"1339",0.3,48,0.25,0.41,0.37,0.64,0.2,0,0.41,0
"1340",0.06,45,0.18,0.75,0.38,0.64,0.14,0,0.14,0
"1341",0.09,54,0.08,0.42,0.25,0.63,0.1,0,0.3,0
"1342",0.42,32,0.22,0.59,0.41,0.59,0.35,0.2,0.3,0.54
"1343",0.02,55,0,0.48,0.37,0.58,0.13,0.03,0.3,0
"1344",0.1,25,0.11,0.6,0.93,0.51,0.35,0.03,0.3,0
"1345",0.07,39,0.03,0.41,0.5,0.75,0.11,0,0.27,0
"1346",0.11,48,0.09,0.72,0.29,0.57,0.07,0,0.1,0
"1347",0.03,53,0.01,0.19,0.16,0.38,0.08,0.01,0.3,0
"1348",0.06,42,0.01,0.42,0.23,0.6,0.04,0,0.14,0
"1349",0.03,23,0.01,0.59,0.37,0.78,0.14,0,0.25,0
"1350",0.11,25,0.01,0.61,0.44,0.72,0.06,0,0.11,0
"1351",0.52,6,0.01,0.38,0.65,0.16,0.43,0,0.53,0.01
"1352",0.25,48,0.47,0.28,0.39,0.42,0.37,0,0.71,0
"1353",0.11,48,0.04,0.77,0.26,0.69,0.09,0,0.12,0
"1354",0.82,12,0.1,0.18,0.51,0.37,0.36,0.04,0.67,0.05
"1355",0.14,39,1,0.61,0.49,0.81,0.25,0,0.17,0
"1356",0.08,34,0.12,0.63,0.38,0.49,0.15,0,0.06,0
"1357",0.02,9,0.03,0.51,0.32,0.14,0.04,0,0.05,0
"1358",0.27,56,0.02,0.62,0.3,0.52,0.09,0,0.22,0
"1359",0.15,42,1,0.57,0.48,0.96,0.4,0,0.13,0
"1360",0.16,54,0.17,0.32,0.37,0.6,0.31,0.02,0.42,0
"1361",0.47,47,0.41,0.62,0.4,0.43,0.26,0,0.35,0
"1362",0.12,48,0.17,0.28,0.41,0.43,0.13,0,0.69,0
"1363",0.26,25,0.02,0.36,0.44,0.55,0.26,0.04,0.37,0
"1364",0.02,42,0.03,0.72,0.21,0.52,0.02,0,0.01,0
"1365",1,34,1,0.16,0.92,0.15,1,0.17,0.98,0.28
"1366",0.06,48,0.01,0.52,0.22,0.29,0.03,0,0.16,0
"1367",0.31,29,0.3,0.61,0.56,0.46,0.22,0,0.18,0
"1368",0.19,48,0.04,0.41,0.27,0.25,0.16,0.02,0.74,0
"1369",0.06,9,0.03,0.68,0.43,0.92,0.07,0,0.07,0.01
"1370",0.14,6,0.11,0.64,0.55,0.69,0.3,0,0.12,0
"1371",0.35,48,0.71,0.29,0.47,0.66,0.66,0,0.62,0
"1372",0.02,55,0.02,0.33,1,0.59,0.2,0,0.77,0
"1373",0.36,6,0.01,0.49,0.46,0.52,0.28,0,0.31,0
"1374",0.39,6,0.27,0.62,0.42,0.44,0.28,0.05,0.18,0.01
"1375",0.12,46,0,0.75,0.3,1,0.21,0,0.26,0
"1376",0.13,42,0.03,0.29,0.4,0.42,0.26,0.03,0.47,0
"1377",0.57,6,0.4,0.5,0.4,0.29,0.41,0.01,0.31,0
"1378",0.07,5,0,0.58,0.21,0.66,0.07,0,0.24,0
"1379",0.59,28,1,0.44,0.58,0.71,0.87,0.05,0.6,0
"1380",0.31,28,0.9,0.16,0.44,0.46,0.87,0,1,0
"1381",0.34,37,1,0.17,0.55,0.35,0.7,0.03,0.75,0.01
"1382",0.02,9,0.03,0.6,0.36,0.57,0.03,0,0.06,0
"1383",0.47,53,0.04,0.4,0.3,0.59,0.15,0,0.4,0
"1384",0.16,39,0.14,0.39,1,0.32,0.37,0.01,0.73,0
"1385",0.15,6,0.08,0.77,0.47,0.54,0.07,0,0.14,0
"1386",0.05,38,0.01,0.5,0.43,0.94,0.09,0,0.3,0
"1387",0.15,6,0.06,0.64,0.51,0.52,0.17,0.01,0.1,0
"1388",0.04,34,0.03,0.71,0.36,0.44,0.05,0,0.04,0
"1389",0.12,36,0.1,0.3,0.64,0.4,0.28,0.05,0.53,0.01
"1390",0.39,12,0.43,0.33,0.36,0.52,0.32,0.03,0.52,0.06
"1391",0.18,25,0.02,0.64,0.53,0.6,0.12,0,0.1,0
"1392",0.1,18,0,0.67,0.36,0.94,0.05,0,0.14,0
"1393",0.86,12,0.6,0.26,0.75,0.54,0.65,0.05,0.6,0.04
"1394",0.29,51,0.5,0.46,0.37,0.54,0.49,0,0.38,0
"1395",0.07,39,0.01,0.38,0.27,0.48,0.09,0,0.32,0
"1396",0.06,48,0.02,0.44,0.67,0.03,0.02,0,0.17,0
"1397",0.2,34,0.74,0.55,0.54,0.63,0.41,0,0.13,0
"1398",0.6,45,0.75,0.56,0.31,0.37,0.54,0.02,0.55,0.01
"1399",0.14,48,0.11,0.36,0.23,0.34,0.17,0,0.39,0
"1400",0.12,34,0.14,0.62,0.34,0.63,0.18,0,0.17,0
"1401",0.04,9,0.03,0.72,0.35,0.44,0.02,0,0.04,0
"1402",0.12,34,0.22,0.67,0.44,0.52,0.14,0.01,0.07,0
"1403",0.36,6,0.01,0.47,0.76,0.09,0.72,0,0.56,0.03
"1404",0.1,40,0.06,0.46,0.19,0.54,0.1,0.03,0.28,0
"1405",0.27,48,0.33,0.44,0.36,0.62,0.43,0,0.49,0
"1406",0.02,25,0.02,0.75,0.39,0.75,0.02,0,0,0
"1407",0.01,25,0.03,0.58,0.44,0.59,0.19,0.01,0.1,0
"1408",0.04,49,0.01,0.5,0.51,0.43,0.09,0,0.46,0
"1409",0.03,34,0.01,0.51,0.32,0.46,0.03,0,0.06,0
"1410",0.11,34,0.51,0.62,0.43,0.64,0.12,0,0.08,0
"1411",0.26,12,0.02,0.25,0.21,0.7,0.1,0.03,0.18,0
"1412",0.15,27,0.03,0.52,0.37,0.93,0.12,0,0.12,0
"1413",0.08,9,0.05,0.55,0.5,0.55,0.12,0.01,0.15,0
"1414",0.47,6,0.02,0.49,0.64,0.2,0.53,0,0.46,0
"1415",0.1,29,0.12,0.54,0.29,0.5,0.05,0,0.06,0
"1416",0.07,18,0,0.5,0.3,0.52,0.14,0,0.12,0
"1417",0.15,6,0.1,0.52,0.66,0.61,0.13,0,0.13,0
"1418",0.21,29,0.01,0.61,0.3,0.82,0.06,0,0.12,0
"1419",0.13,34,0.34,0.64,0.76,0.67,0.22,0,0.06,0
"1420",0.12,41,0.01,0.73,0.21,0.64,0.05,0,0.09,0
"1421",0.59,39,0.14,0.35,0.3,0.42,0.27,0.04,0.44,0
"1422",0.7,25,0.07,0.38,0.55,0.4,0.44,0.01,0.36,0.06
"1423",0.03,39,0,0.56,0.27,0.56,0.06,0,0.22,0
"1424",0.06,42,0,0.48,0.29,0.58,0.11,0,0.21,0
"1425",0.1,9,0.03,0.56,0.4,0.71,0.16,0,0.13,0
"1426",0.08,55,0.01,0.59,0.34,0.68,0.13,0.02,0.21,0
"1427",0.11,34,0.13,0.7,0.4,0.46,0.06,0,0.08,0
"1428",0.15,48,0.4,0.37,0.38,0.59,0.15,0,0.65,0
"1429",0.51,37,0.68,0.42,0.44,0.8,0.56,0,0.56,0
"1430",0.02,1,0,0.46,0.18,0.2,0,0,0.04,0
"1431",0.06,44,0.02,0.61,0.32,0.62,0.03,0,0.1,0
"1432",0.51,48,0.09,0.36,0.31,0.3,0.17,0,0.54,0
"1433",0.58,12,0.51,0.21,0.32,0.65,0.44,0,0.29,0.03
"1434",0.05,25,0.01,0.47,0.38,0.26,0.04,0,0.08,0
"1435",0.05,34,0.02,0.51,0.32,0.17,0.04,0.01,0.04,0
"1436",0.21,12,0.02,0.23,0.21,0.76,0.06,0,0.18,0
"1437",0.65,6,0.19,0.31,0.53,0.18,0.44,0.3,0.57,0.14
"1438",0.1,36,0.26,0.6,0.38,0.4,0.18,0.31,0.09,0
"1439",0.23,48,0.13,0.46,0.31,0.45,0.22,0,0.6,0
"1440",0.05,34,0.02,0.51,0.4,0.46,0.06,0,0.07,0
"1441",0.13,34,0.03,0.52,0.51,0.37,0.17,0,0.16,0
"1442",0.48,36,0.61,0.41,0.79,0.38,1,0.17,0.62,0
"1443",0.06,53,0.03,0.81,0.44,0.6,0.11,0,0.08,0
"1444",0.14,6,0.04,0.72,0.55,0.55,0.28,0.01,0.19,0
"1445",0.54,35,0.15,0.34,0.27,0,0.27,0.01,0.66,0
"1446",0.21,34,0.6,0.62,0.55,0.68,0.33,0.01,0.15,0.01
"1447",0.25,6,0.03,0.41,0.28,0.39,0.18,0,0.41,0
"1448",0.09,41,0.02,0.35,0.94,0.48,0.1,0.01,0.55,0.01
"1449",0.04,55,0.01,0.68,0.31,0.75,0.04,0,0.06,0
"1450",0.12,34,0.04,0.51,0.46,0.43,0.32,0.01,0.24,0
"1451",0.44,1,0.76,0.36,0.48,0.51,0.62,0.12,0.59,0.04
"1452",0.6,22,0.49,0.23,0.39,0.08,0.46,0.03,0.7,0
"1453",0.34,12,0.24,0.77,0.25,0.55,0.25,0,0.2,0
"1454",0.13,18,0.18,0.24,0.62,0.53,0.23,0.04,0.54,0
"1455",0.15,25,0.04,0.78,0.43,0.61,0.12,0,0.03,0
"1456",0.11,8,0.01,0.73,0.32,0.74,0.13,0.01,0.15,0
"1457",0.32,6,0.33,0,1,0.19,0.75,0,0.64,0
"1458",0.38,34,0.79,0.64,0.5,0.72,0.44,0,0.15,0
"1459",0.12,25,0.03,0.63,0.51,0.64,0.05,0,0.05,0
"1460",0.37,6,0.11,0.47,0.39,0.6,0.12,0.01,0.12,0.01
