"ViolentCrimesPerPop","population","PctForeignBorn","PctHomeless","PopDens","perCapInc","PctUsePubTrans","PctLess9thGrade","PctRecentImmig","NumInShelters","racepctblack","PctEmploy","MalePctNevMarr","PctWorkMom","PctPopUnderPov","NumStreet","medIncome","PctPersDenseHous"
"Jacksonvillecity,FL",1681.08,672971,3.46,0.12,839.4,13857,2.65,7.26,0.4,665,24.35,65.89,29.38,69.91,12.81,155,28513,4.33
"Springtownship,PA",62.43,18899,3.05,0,1000.4,18326,0.83,4.65,0.29,0,1.01,64.1,21.96,73.52,2.61,0,41491,0.5
"Greenfieldcity,IN",30.44,11657,1.42,0,1832.9,12563,0,9.35,0.14,0,0.1,62.55,22.76,75.53,7.77,0,29042,2.09
"Kellercity,TX",323.35,13683,2.24,0,721.2,20231,0.09,3.44,0,0,0.57,73.66,19.17,65.69,2.55,0,55050,1.34
"Pascocity,WA",881.06,20337,21.82,0.36,860.9,8016,1.54,24.62,5.45,60,5.64,55.31,33.01,60.65,33.01,13,17897,17.57
"DalyCitycity,CA",579.84,92311,45.25,0.2,11859.1,14744,19.13,9.7,6.89,121,7.7,67.1,35.44,79.49,7.18,60,41533,19.82
"Fitchburgcity,MA",1700.7,41194,7.63,0.1,1432.3,12140,1.65,13.49,0.74,19,3.43,56.2,35.55,64.21,14,24,27101,3.59
"Selmacity,CA",1339.48,14757,19.71,0,3760.7,8175,0,27.77,4.2,0,1.39,50.83,32.1,59.41,24.12,0,21198,19.34
"NorthAndovertown,MA",165.71,22792,6.19,0,824.9,22957,2.06,3.89,0.41,0,0.78,64.65,32.83,66.67,2.84,0,51692,0.72
"Hueytowncity,AL",527.37,15280,0.43,0,1705.4,12195,0.07,7.82,0,0,13.28,57.87,20.82,73.39,6.98,0,29080,1.43
"LaVernecity,CA",261.47,30897,11.85,0,3827.7,18622,1.75,4.66,0.82,0,3,65.75,27.61,71.9,4.42,0,46587,5
"Tupelocity,MS",300,30685,0.51,0.08,579.1,14083,0.1,8.03,0.02,25,24.37,65.44,25.76,74.19,12.61,1,27871,2.95
"ElkCitycity,OK",234.68,10428,0.98,0.06,893.1,10511,0,13.15,0,6,3.34,54.45,20.22,70.4,18.33,0,20277,3.57
"Carteretborough,NJ",462.84,19025,13.11,0,4209.8,15024,3.92,13,2.21,0,5.82,60.61,32.57,61.24,8.35,0,40268,4.29
"Lamesacity,TX",706.19,10809,3.14,0,2242.5,9089,0,28.2,0.08,0,5.39,47.93,22.62,46.82,32.97,0,17811,10.79
"McKinneycity,TX",1202.68,21283,4.5,0.1,462.7,14119,0.15,13.36,0.96,21,12.88,60.46,29.6,71.14,17.47,0,27236,7.35
"Columbiaborough,PA",519.3,10701,0.6,0.81,4299,11723,1.71,12.14,0.31,87,3.88,61.9,29.76,78.17,10.77,0,23534,1.64
"Perrytownship,OH",253.7,17215,1.6,0,1049,11964,0.07,8.72,0.12,0,0.46,55.83,22.55,65.02,12.36,0,25322,0.8
"Northamptontownship,PA",41.65,35406,5.31,0,1322.9,22373,3.63,2.67,0.28,0,0.44,70.73,28.28,63.17,1.55,0,59285,0.36
"Eufaulacity,AL",686.71,13220,0.54,0,214.7,11056,0.15,17.12,0.07,0,34.46,58.24,27.64,75.41,20.37,0,21920,4.63
"Carlsbadcity,CA",541.12,63126,12.68,1.49,1617.6,21764,2.72,4.12,2.52,5,1.18,66.16,28.9,66.55,6.84,936,45739,4.11
"Napacity,CA",611.64,61842,10.89,0.09,3425.8,16219,1.59,7.97,2.11,57,0.38,61.92,28.01,68.1,7.73,1,35479,5.72
"Daltoncity,GA",595.42,21761,5.36,0.23,1167.7,15284,0.16,20.61,1.61,49,10.65,64.46,29.29,74.53,14.76,1,24517,4.28
"Beloitcity,WI",343.81,35573,2.35,0.03,2121.7,11435,1.05,8.2,0.33,12,15.67,60.37,30.43,71.49,17.55,0,25859,2.41
"Frankfortcity,KY",648.57,25968,1.02,0,1720.6,13100,0.6,10.65,0.16,0,11.65,64.11,27.98,77.93,13.02,0,25670,1.8
"Norwichtown,CT",543.6,37391,4.42,0.06,1273.7,14844,0.86,12.91,0.19,13,5.28,61.05,30.56,67.67,11.88,10,29354,2.01
"DiamondBarcity,CA",470.21,53672,25.72,0,3433.5,21497,0.89,2.62,3.77,0,5.66,73.68,29.32,69.61,3.48,0,60651,5.87
"Evanstoncity,WY",272.91,10903,2.04,0.15,1092.9,12623,1.96,4.42,0.9,15,0.17,70.75,26.01,79.46,9.22,1,31193,4.39
"JerseyCitycity,NJ",2017.65,228537,24.65,0.32,14826.6,13060,37.29,14.08,4.52,466,29.69,58.63,45.06,60.72,18.88,267,29054,11.36
"Marshalltowncity,IA",399.17,25178,1.56,0.04,1608.9,13424,0.49,7.79,0.1,10,1,61.24,24.65,76.1,9.54,0,27325,1.27
"Maryvillecity,TN",604.73,19208,1.25,0,1375.9,13420,0.18,14.3,0.35,0,3.14,51.66,23.93,63.79,13.87,0,25223,1.09
"WinterParkcity,FL",870.26,22242,4.18,0.05,3087.5,25161,1.58,4.26,0.62,9,13.43,52.96,32.32,63.18,9.98,3,37080,2.29
"Conroecity,TX",1404.47,27610,10.17,0.04,1272.4,11477,0.61,13.31,2.33,11,13.4,61.35,29.16,64.84,18.78,0,23634,9.55
"Sheboygancity,WI",145.74,49676,4.96,0.03,3624.5,12740,2.26,11.53,1.44,16,0.21,63.56,27.76,76.61,9.31,0,27647,1.96
"Racinecity,WI",811.92,84298,3.77,0.03,5270.5,11858,3.41,10.14,0.3,17,18.45,60.31,31.54,70.85,15.86,5,26540,3.23
"Reddingcity,CA",631.89,66462,3.83,0.88,1252.4,13040,0.86,5.96,0.26,302,1.05,55.53,24.74,62.15,14.31,282,25828,4.49
"Templecity,TX",1164.57,46109,2.82,0.12,1035.9,12914,0.09,11.05,0.27,54,17.13,57.09,24.53,68.7,19.16,0,23194,4.85
"UpperGwyneddtownship,PA",56.43,12197,5.84,0,1445.4,21818,3.35,4.06,0.6,0,3.11,72.08,26.32,72.23,1.28,0,56543,0.8
"Jamestowncity,ND",129.56,15571,1.3,0.02,1351.2,11401,0.72,15.87,0.21,2,0.3,61.89,30.14,84.28,11.72,1,22146,1.31
"Doylestowntownship,PA",291.41,14510,4.11,0.12,901.4,22124,1.99,4.85,0.13,18,2.52,56.73,36.55,63.78,2.22,0,52212,0.4
"Foxboroughtown,MA",199,14637,3.31,0,703.5,18329,4.71,2.55,0.32,0,0.5,68.9,31.31,69.49,4.5,0,45405,0.86
"Nicholasvillecity,KY",471.89,13603,0.49,0,2128.1,10467,0,15.65,0,0,4.8,67.06,22.33,71.93,12.68,0,25258,2.67
"FortLauderdalecity,FL",1421.42,149377,17.38,0.45,4597.3,19814,4.7,9.15,2.45,231,28.11,58.56,38.31,68.19,17.11,436,27239,8.23
"Jacksonvillecity,AL",460.5,10283,2.16,0,1475.7,9761,0.26,11.53,0.37,0,17.65,50.67,50.51,74.92,21.03,0,22092,1.96
"Brecksvillecity,OH",39.71,11818,5.02,0,581.7,25356,3.52,2.5,0.27,0,1.96,59.51,24.19,59.51,2.26,0,53396,0.19
"Peekskillcity,NY",761.6,19536,11.38,0.27,4359.5,16589,11.22,8.33,2.66,52,21.21,64.35,33.66,65.32,11.61,0,35425,4.35
"Radcliffcity,KY",369.08,19772,7.13,0,1847.9,10882,0.17,5.79,1.01,0,19.74,64.06,23.05,67.96,13.18,0,25197,4.08
"Wilbrahamtown,MA",208.06,12635,5.07,0,548.8,21748,1.33,3.16,0.17,0,1.23,65.46,23.89,71.27,3.5,0,50275,0.45
"Schertzcity,TX",278.38,10555,4.31,0.05,454.6,12944,0.09,8.56,0.21,5,3.69,67.71,22.76,77.56,11.42,0,31768,4.68
"Northglenncity,CO",330.1,27195,3.65,0,3762.5,13619,2.47,3.56,0.14,0,1.64,70.75,28.45,76.75,5.34,0,34726,2.53
"Lynnwoodcity,WA",367.02,28695,10.62,0.02,3976.6,13984,6.41,4.02,2.48,5,1.96,69.32,32.24,68.93,9.29,0,30512,4.88
"NorthRidgevillecity,OH",248.69,21564,2.54,0,889.4,14331,1.06,4.92,0.02,0,0.64,70.97,26.04,70.24,4.1,0,41095,1.29
"Planocity,TX",303.7,128713,7.5,0,1875.4,21820,1.22,2.4,1.29,6,4.14,76.57,24.48,65.64,3.34,0,53905,2.72
"Kirklandcity,WA",221.18,40052,7.08,0,3612.2,21200,6.17,2.31,0.81,0,1.51,74.04,33.05,71.52,5.67,0,38437,2.13
"SouthMiamicity,FL",1759,10404,22.88,0,4371.4,17028,7.6,7.23,2.29,0,29.58,64.47,37.74,67.26,14.79,0,31741,8.67
"WallaWallacity,WA",903.3,26478,6.42,0.32,2482,11247,1.34,8.91,1.19,75,2.25,50.67,36.12,65.87,19.34,11,21301,4.27
"BalchSpringscity,TX",2008.28,17406,5.03,0,2086,9710,1.05,13.37,0.79,0,9.34,70.19,25.5,67.64,13.67,0,28734,9.98
"Kingsportcity,TN",570.65,36365,1.38,0.11,1084.5,13825,0.05,16.96,0.09,37,4.43,50.38,21.31,58.37,18.12,2,22750,1.23
"Windsortown,CT",82.59,27817,9.62,0.78,906.1,19592,2.96,6.93,0.6,218,17.23,68.42,29.73,74.06,2.43,0,50228,0.99
"Marshfieldtown,MA",179.06,21531,2.41,0.18,730.2,19373,2.37,1.41,0.2,37,0.72,70.29,31.33,70.48,3.63,1,48986,0.94
"Sanfordcity,FL",1440.54,32387,3.7,0.21,1806.1,11115,0.75,9.43,0.48,53,28.49,60.19,30.92,72.85,16.27,16,25029,5.97
"Rosenbergcity,TX",1199.22,20183,9.63,0.01,1725.6,10268,0.08,23.45,1.21,3,7.85,64.63,27.61,73.75,21.54,0,25773,13.65
"Camarillocity,CA",270.09,52303,11.59,0,2737.8,19930,0.22,4.53,1.77,0,1.6,62.6,24.84,67.86,4.37,1,48219,5.07
"Chicocity,CA",449.15,40079,6.76,0.32,1723.7,10584,1.34,5.03,1.67,72,1.82,55.23,59.28,68.58,32.03,55,19005,4.73
"Vernontownship,NJ",115.14,21211,4.25,0,299.6,17509,1.32,3.3,0.12,1,0.37,70.64,23.35,60.96,2.93,0,50987,1.28
"RockyMountcity,NC",1275.11,48997,0.77,0.03,1893.2,12593,0.56,13.64,0.1,16,49.59,62.47,30.69,72.24,18.09,0,24055,4.22
"Jenningscity,LA",1204.92,11305,0.58,0,1070.5,8145,0.36,21.67,0,0,26.32,42.59,26.5,53.96,32.89,0,16853,5.05
"Sanduskycity,OH",290.39,29764,1.28,0.12,2862.4,11620,0.29,8.92,0.14,36,18.93,58.39,29.29,74.72,15.4,0,22532,2.11
"Binghamtoncity,NY",284.04,53008,5.94,0.16,4928.8,12106,6.28,9.83,1.42,80,4.89,52.77,39.25,64.21,19.98,4,20891,1.37
"Ashlandcity,KY",514.54,23622,0.62,0.08,2121.2,12711,0.37,11.99,0.11,18,2.5,46.42,21.19,55.01,18.06,0,21904,1.05
"Hazlettownship,NJ",69.59,21976,7.2,0.15,3769.2,17330,12.04,6.03,0.22,33,0.86,66.78,29.21,67.75,2.61,0,50684,1.11
"MidwestCitycity,OK",513,52267,2.39,0.05,2058.1,12687,0.02,5.06,0.39,27,16.27,63.72,25.01,73.52,11.25,0,27042,3.69
"PhenixCitycity,AL",816.58,25312,0.96,0,1197.4,9954,0.82,18.64,0.06,0,39.97,55.08,28.56,68.13,22.21,0,20478,4.73
"WestMifflinborough,PA",469.8,23644,1.09,0,1611.7,12676,7.98,6.32,0.05,0,7.45,52.87,27,68.59,9.99,0,26867,0.79
"Johnstowncity,PA",694.37,28134,1.39,0.21,4642.6,8500,4.6,14.54,0.02,59,8.95,40.07,31.85,55.81,26.94,0,14839,1.2
"Gainesvillecity,TX",277.22,14256,4.19,0.03,1021.8,10527,0.2,15.3,0.68,4,7.05,53.38,21.79,65.96,21.68,0,20364,3.81
"PortAngelescity,WA",239.32,17710,4.11,0.2,1748.6,12919,2.51,5.96,0.36,35,0.4,53.27,24.84,67.55,13.89,1,24685,2.32
"Modestocity,CA",813.57,164730,12.72,0.15,5268.3,13572,0.9,10.05,1.68,210,2.68,58.57,27.05,60.5,12.98,38,31701,8.57
"Shivelycity,KY",632.63,15535,0.77,0,3217.7,12121,3.07,14.93,0,0,14.88,54.76,23.37,80.71,10.67,0,24966,1.51
"Plainstownship,PA",178.97,10988,1.35,0,814.9,11602,2.17,15.15,0.15,0,0.14,53.19,29.72,64.95,9.05,0,25344,0.72
"Galvestoncity,TX",1756.74,59070,7.71,0.24,1235.1,12399,3.27,13.74,0.97,106,29.05,57.14,34.73,70.24,24.24,37,20825,6.1
"Saratogacity,CA",173.3,28061,15.96,0,2262.3,40660,0.85,1.53,2.01,0,0.42,62.66,24.18,58.63,1.44,0,86674,1.45
"VentnorCitycity,NJ",313.48,11005,8.03,0,4955.4,19038,12.79,5.66,0.37,0,1.39,62.77,33.67,62.99,6.64,0,33120,2.11
"Vacavillecity,CA",433.92,71479,7.8,0,3047.4,14490,1.2,5.15,0.92,0,8.91,60.2,36.96,67.41,6.09,0,40679,4.87
"Amescity,IA",91.93,47198,9.31,0.05,2318.1,11347,8.04,2.31,5.11,22,2.45,62.21,61.49,71.48,24.12,0,24636,3.17
"SouthSaltLakecity,UT",602.73,10129,7.99,0.14,2184.9,10034,5.08,6.54,0.71,0,1.32,64.04,32.62,67.87,17.24,14,18627,6.11
"Guilfordtown,CT",44.79,19848,4.23,0,406.2,24583,1.09,2.33,0.76,0,0.55,71.78,25.48,70.81,2.97,0,56115,0.6
"Saugustown,MA",491.54,25549,4.77,0.01,2244.1,17781,6.27,5.59,0.11,3,0.55,64.27,30.31,69.02,3.93,0,41919,0.88
"Alexandriacity,VA",659.56,111183,16.19,0.34,7028,25509,18.15,6,4.41,381,21.89,76.42,42.34,76.46,7.09,2,41472,5
"Caycecity,SC",1292.78,11163,1.32,0,1217.1,13928,1.42,10.33,0.24,0,19.44,64.77,27.09,77.86,9.3,0,27065,2.68
"Leesburgtown,VA",150.18,16202,5.28,0.04,1355.1,17574,0.68,7.61,1.16,6,12.26,77.4,28.14,72.67,6.14,0,39887,1.51
"Rowlettcity,TX",349.87,23260,3.2,0,1200.5,17237,1.23,2.17,0.3,0,5.38,78.55,17.08,76,2.53,0,48121,2.67
"Nutleytownship,NJ",279.55,27099,10.51,0,7771.9,19739,8.7,7.91,1.61,0,1.76,63.16,30.66,64.83,5.04,0,43172,1.37
"Kelsocity,WA",739.25,11820,3.06,0.03,1477.5,10718,0.34,9.99,0.41,3,0.34,52.87,27.71,53.47,20.43,0,23887,5.2
"Donnacity,TX",284.75,12652,18.14,0,2764.9,5586,0.57,43.86,1.25,0,0.16,42.59,32.39,56.67,38.96,0,16922,29.78
"Hollywoodcity,FL",822.7,121697,17.8,0.15,4308.2,16303,2,8.59,2.42,90,8.52,55.91,27.24,71.2,11.01,98,27352,5.94
"Pittsburghcity,PA",1262.47,369879,4.58,0.21,6417.5,12580,22.57,9.03,0.99,693,25.78,50.78,42.61,60.59,21.42,67,20747,1.95
"Wethersfieldtown,CT",210.28,25651,12.34,0.09,1997.9,22246,3.82,9.52,0.2,23,1.14,59.41,27.71,74.07,2.7,0,43888,0.47
"Florencecity,KY",464.08,18624,1.81,0.01,2168.6,12728,2.13,9.92,0.4,0,0.91,67.75,24.98,72.37,8.91,2,31270,1.59
"Whitehallborough,PA",42.54,14451,1.85,0,4243.8,17917,13.53,4.25,0.11,0,0.51,55.91,25.15,63.98,6.66,0,34183,0.36
"Cliftoncity,NJ",205.68,71742,19.04,0,6124.7,18950,5.66,12.35,2.03,2,1.4,62.31,30.42,69.63,4.7,0,39905,2.13
"Plymouthtown,MA",896.83,45608,2.95,0.01,456.3,15882,2.33,4.26,0.13,3,1.85,63.87,29.7,69.71,5.75,3,39886,1.44
"FortCollinscity,CO",383.57,87758,4.44,0.05,2056.4,13439,1.34,3.6,1.75,32,0.98,64.74,43.15,69.72,16.95,10,26826,2.02
"Lincolntown,RI",75.22,18045,5.22,0,955.7,18695,1.15,8.52,0,0,0.23,63.54,26.44,72.11,4.8,0,37082,0.72
"Rosemeadcity,CA",1262.31,51638,48.39,0.01,9728.3,9796,5.62,26.03,8.74,0,0.62,56.21,39.48,55.16,20.02,3,29770,35.92
"Ashlandcity,OR",144.9,16234,5.19,0.01,2464.2,12898,1.12,3.04,2.04,0,0.5,58.98,38.03,78.68,17.35,2,23579,1.88
"MiamiShoresvillage,FL",1425.33,10084,23.96,0,3896.4,21428,2.87,4.96,2.86,0,20.39,62.12,32.25,77.59,11.12,0,41670,6.35
"OaklandParkcity,FL",1607.89,26326,16.61,0,3993.6,15273,2.92,7.27,3.37,0,12.86,69.27,38.23,74.23,10.36,0,27708,6.27
"NewCastlecity,IN",121.81,17753,0.42,0.05,2994.8,10160,0.35,16.46,0.06,8,2.15,53.61,23.02,70.47,19.72,0,19343,1.89
"Plainviewcity,TX",567.16,21700,6.89,0,1608.4,10264,0,19.87,0.88,0,6.71,59.74,25.05,66.11,22.58,0,21433,11.36
"Laconiacity,NH",627.91,15743,3.09,0,748.6,14824,0.39,8.47,0.05,0,0.13,61.3,28.15,75.21,8.24,0,29116,1.78
"Franklintown,MA",69.34,22095,3.45,0,797.5,18228,5.15,3.51,0.46,0,0.67,68.84,31.98,68.56,2.4,0,50679,0.89
"Wilkinsburgborough,PA",2586.29,21080,2.02,0,8836.4,13000,28.6,5.3,0.43,0,52.54,57.17,39.81,66.01,17.28,0,22709,1.23
"Pecoscity,TX",235.59,12069,11.71,0.05,1599.8,7548,5.97,35.19,1.7,6,2.78,50.3,26.38,54.37,26.74,0,19017,12.05
"Clearfieldcity,UT",180.13,21435,4.49,0,2775.1,8672,0.68,3.54,1.13,0,4.59,60.9,33.79,66.32,17.51,0,26875,6.47
"PompanoBeachcity,FL",2682.28,72411,14.18,0.1,3435.7,17382,3.53,9.75,1.75,11,28.48,52.13,30.07,70.64,16.05,64,29683,7.58
"Warwicktownship,PA",16.92,11622,1.46,0,559.7,15044,0.33,8.77,0.15,0,0.17,74.05,21.24,74.01,2.69,0,41338,0.96
"Westfordtown,MA",94.15,16392,3.19,0,516.9,21878,0.64,2.96,0.37,0,0.23,72.98,27.67,70.78,1.12,0,60566,0.6
"WarrensvilleHeightscity,OH",929.91,15745,2.42,0.01,3797.3,13301,9.94,5.79,0.53,0,88.99,64.76,31.83,82.65,10.28,1,27893,2.66
"Alvincity,TX",350.93,19220,5.12,0,1013.5,12559,0.31,10.79,0.69,0,1.83,64.33,26.32,63.32,14.01,0,28860,7.55
"Everettcity,WA",530.22,69961,6.37,0.32,2259.7,13829,3.64,5.87,0.63,215,1.66,60.69,31.11,60.28,12.04,10,28415,4.72
"Beavertoncity,OR",316.1,53310,9.74,0,3722.8,17107,5.08,2.73,1.51,0,1,73.08,29,70.19,6.45,2,33951,2.76
"Wilmingtoncity,OH",421.76,11199,1.27,0.11,2176.8,12299,0.56,8.48,0.2,12,5.76,60.42,30.15,74.45,15.05,0,25300,1.26
"Alabastercity,AL",137.94,14732,1.11,0,754.6,13645,0.14,7.82,0.24,0,10.98,70.38,20.57,68.02,5.65,0,39261,2.19
"Martinsvillecity,IN",216.87,11677,0.39,0.08,2790.9,11175,0.25,9.51,0,9,0,59.84,23.14,72.71,10.84,0,24868,2.99
"PomptonLakesborough,NJ",54.25,10539,7.93,0,3428,19283,3.17,7.19,0.86,0,0.54,68.89,27.89,67.5,2.07,0,48864,0.94
"Amarillocity,TX",671.46,157615,4.12,0.19,1730.1,12744,0.85,8.61,0.71,269,5.99,62.47,23.66,68.61,16.77,23,24915,5.01
"Bethlehemcity,PA",309.84,18867,4.38,0,4154.3,15289,1.67,8.8,0.2,0,1.42,58.36,26.41,74.07,6.09,0,30565,0.9
"Coltoncity,CA",1095.4,40213,16.91,0.27,2746,10924,0.62,12.32,3.3,100,8.72,61.56,33.33,59.09,15.59,9,28838,15.68
"Middletowntownship,PA",106.23,43063,3.6,0.02,2142.8,17479,3.54,4.44,0.16,9,1.57,68.25,27.81,69.13,3.52,0,46756,0.93
"Daphnecity,AL",123.33,11290,1.26,0,987.9,17471,0.09,3.3,0.11,0,15.89,64.57,22.67,68.78,7.06,0,38017,1.81
"LowerMakefieldtownship,PA",23.52,25083,5.79,0,1349.9,28853,7.7,1.19,0.22,0,1.42,70.48,23.49,63.87,1.8,0,69904,0.36
"GardenGrovecity,CA",616.67,143050,30.48,0.04,7697.5,13976,2.96,11.29,6.97,47,1.5,65.8,35.41,66.04,10.42,15,39882,18.4
"Bridgewatertownship,NJ",88.7,32509,10.42,0.11,967.1,26007,2.18,4.8,0.87,35,1.6,73.18,28.65,73.89,1.62,0,63533,1.19
"SanFernandocity,CA",1129.23,22580,44.39,0,9119.5,8876,5.34,37.18,8.72,0,1.18,61.12,39.24,56.54,17.68,1,32128,38.97
"Radnortownship,PA",58.23,28703,7.43,0,2013.5,28516,13.16,2.53,0.83,0,3.16,56.26,46.19,61.13,5.31,0,51762,0.62
"Hendersoncity,KY",1292.18,25945,0.45,0.05,1922.4,11828,0.69,15.24,0.02,14,10.48,58.5,23.28,73.04,17.04,0,22085,2.19
"Alliancecity,OH",1013.71,23304,1.66,0.11,2733.9,9873,0.15,9.09,0.22,26,12.06,49.71,31.65,62.72,19.29,0,21040,1.3
"Andovertown,MA",103.65,29151,7.07,0,907.4,26327,2.64,2.98,0.9,0,0.84,66.8,27.45,66.84,2.93,0,61070,0.58
"Stocktoncity,CA",1564.23,210943,22.62,0.27,3873.4,11331,2,17.72,3.09,514,9.63,52.95,34.43,55.78,21.37,60,26876,16.76
"Windhamtown,ME",91.37,13020,2.22,0.01,269.2,14948,0.21,4.23,0.15,0,0.25,66.33,27.84,79.46,3.82,1,37245,1.15
"Ephrataborough,PA",125.67,12133,2.27,0,3253.5,14692,0.09,9.96,0.22,0,0.22,71.03,24.92,81.25,5.78,0,30907,1.35
"Bridgetoncity,MO",786.35,17779,1.59,0,1181.8,17245,0.56,6.65,0.17,0,3.66,67.51,26.68,74.61,2.98,0,38619,1.07
"Prescottcity,AZ",438.76,26455,3.38,0.05,788.7,13851,0,5.4,0.31,14,0.48,45.52,27.2,68.22,13.27,0,22517,2.56
"Delanocity,CA",747.58,22762,39.87,0,2572.6,7491,0.35,42.9,6.17,0,2.35,48.85,32.71,66.59,23.66,0,21054,33.13
"Athenscity,AL",556.88,16901,1.33,0.01,544.4,12954,0.08,14.75,0.23,0,17.99,58.66,25.14,66.87,14.4,1,25823,2.6
"OakCreekcity,WI",128.51,19513,2.74,0,658.1,15467,1.3,6.1,0.17,0,0.73,72.87,27.8,74.98,2.19,0,39995,1.74
"EastRidgecity,TN",284.54,21101,1.89,0,2436.6,13989,0.07,8.84,0.08,0,0.53,63.18,22.27,74.47,7.62,0,26728,1.04
"Eurekacity,CA",1089.42,27025,5.61,0.74,2757.7,12915,1.16,6.78,0.6,173,1.43,54.62,31.41,63.59,18.66,27,21812,5.09
"Escondidocity,CA",624.28,108635,17.17,0.14,2942.1,14647,2.05,9.94,4.03,134,1.46,63.89,29.37,67.47,11.21,19,32895,10.22
"CocoaBeachcity,FL",620.31,12123,7.61,0.02,2382.7,23359,0.18,2.75,0.49,0,0.5,49.05,24.87,67.47,5.24,3,35862,1.3
"ArroyoGrandecity,CA",696.31,14378,6.13,0,2451.9,16583,0.73,4.22,0.42,0,0.61,57.03,22.03,70.92,8.35,0,34796,3.86
"Shorewoodvillage,WI",161.4,14116,7.11,0,8505.7,22615,6.03,3.24,1.65,0,1.54,66.26,32.53,72.12,6.31,0,34417,0.54
"Ocoeecity,FL",618.06,12778,5.17,0,1366.9,11608,0.18,10.92,0.98,0,1.31,70.56,25.37,71.34,7.7,0,32014,4.96
"SealBeachcity,CA",243.44,25098,9.8,0.01,2067.4,25695,1.08,4.14,1.11,0,0.98,48.61,26.84,68.34,4.83,2,32834,1.29
"Romecity,NY",140.42,44350,4.5,0.01,571.3,11171,1.5,9.16,0.36,3,7.95,55.69,35.26,66.74,12.06,0,24234,2.18
"Beckleycity,WV",1199.16,18296,1.9,0.05,1963.1,12371,0.06,13.48,0.08,9,22.25,44.61,25.96,64.18,21.38,0,19110,1.63
"Greenburghtown,NY",233.77,83816,18.11,0.63,2651.1,29627,19.89,4.7,3.29,527,13.15,66.54,28.39,64.18,4.1,0,58947,2.65
"LakeJacksoncity,TX",66.52,22776,5.27,0,1593.2,18798,0,2.99,1.64,0,3.2,69.58,21.03,63.39,3.43,0,46007,2.98
"Paramountcity,CA",1964.89,47669,37.55,0,9784.3,9429,3.53,27.22,6.48,0,10.69,60.47,38.77,57.64,17.6,2,29015,34.24
"Fairmontcity,WV",521.89,20210,1.73,0.16,2592.4,10782,0.77,10.55,0.35,33,6.65,43.58,30.92,62.2,21.89,0,18370,0.95
"Herefordcity,TX",455.99,14745,8.3,0.19,2544,8977,0,25.43,1.03,28,2.01,57.72,23.35,58.55,27.89,0,21120,13.42
"WestDeptfordtownship,NJ",142.71,19380,2.56,0.04,1176.9,17276,2.69,5.42,0.24,7,3.86,68.6,29.53,67.33,5.25,0,38410,1.53
"Gardnercity,MA",816.99,20125,8.64,0.01,875.4,13207,0.32,16.03,0.68,3,2,55.34,31.96,66.67,10.98,0,28035,1.63
"Scherervilletown,IN",24.29,19926,5.49,0,1482.1,18411,2.22,4.84,0.22,0,0.72,70.87,26.72,61.61,3.43,0,42658,1.35
"VanBurencity,AR",105.23,14979,2.1,0.09,986.5,9531,0,16.63,0.46,8,1.61,58.11,21.17,72.56,18.58,6,21105,4.01
"Piquacity,OH",210.81,20612,0.97,0,2686,11490,0.27,7.75,0.17,0,3.75,59.88,23.4,69.39,14.18,0,25026,1.64
"Coventrytown,CT",87.96,10063,4.04,0,257.5,17725,0.98,3.9,0.17,0,0.78,74.11,28.66,76.02,3.16,0,46426,1.13
"SanClementecity,CA",315.14,41100,12.15,0.03,2271.2,23841,1.11,3.32,2.57,14,0.67,67.45,29.92,65.06,6.99,0,46374,5.2
"Salemcity,MA",230.76,38091,8.9,0.21,4539,16155,7.36,8.17,1.45,77,2.67,63.19,38.55,65.37,11.7,3,32645,2.2
"Lakewoodcity,CO",493.93,126481,4.07,0.05,2992.1,16726,3.66,3.03,0.42,69,1.04,70.2,29.1,77.61,7.6,0,34054,1.97
"Miamicity,FL",3829.21,358548,59.72,0.32,9728.3,9799,13.15,30.89,10.11,896,27.39,53.19,36.73,63.53,31.17,268,16925,26.86
"Manalapantownship,NJ",89.44,26716,9.26,0.01,842.5,20944,14.67,5.17,0.38,3,3.07,61.5,24.07,57.19,2.61,0,58028,0.64
"Narragansetttown,RI",428.64,14985,3.32,0,1022.4,16986,0.99,3.47,0.74,0,0.82,66.82,42.98,76.25,13.03,0,35545,1.13
"Monroecity,NC",900.31,16127,0.52,0.14,1123.1,11070,0.2,14.65,0.07,21,40.2,63.46,32.54,74.94,16.69,2,23153,6.05
"BayCitycity,TX",592.36,18170,4.71,0,2387,11934,0.03,15.61,0.41,0,17.51,57.2,25.56,58.71,22.2,0,25452,9.19
"Nederlandcity,TX",133.38,16192,1.32,0,3142.9,14248,0,5.17,0,0,0.54,62.53,21.48,60.13,6.69,0,33253,2.43
"Coatesvillecity,PA",1054.23,11038,2.85,0.54,5750.2,10570,4.79,9.82,0.14,60,39.8,55.49,40.58,67.78,18.19,0,24887,3.46
"Fitchburgcity,WI",232.83,15648,3.21,0,432.5,17668,3.04,2.52,0.65,0,4.47,80.77,40.5,77.6,5.34,0,35550,1.39
"Calntownship,PA",450.75,11997,3.63,0,1322,15711,2.16,5.66,0.28,0,13.95,65.33,28.04,68.07,6.69,0,41129,1.58
"Albuquerquecity,NM",1595.37,384736,5.54,0.1,2809,14013,2.01,5.9,0.68,258,2.98,63.87,31.85,70.24,13.98,112,27555,4.91
